DrugID,ProteinID,InteractionType,edge_label
DB11274,P08684,2,Enzyme
DB11362,P08684,2,Enzyme
DB11362,P10632,2,Enzyme
DB11362,P23141,2,Enzyme
DB11431,Q14097,2,Enzyme
DB11560,P08684,2,Enzyme
DB11560,P11712,2,Enzyme
DB11575,P08684,2,Enzyme
DB11611,P11712,2,Enzyme
DB11614,P08684,2,Enzyme
DB11614,P10635,2,Enzyme
DB11614,P11712,2,Enzyme
DB11614,P33261,2,Enzyme
DB11619,P08684,2,Enzyme
DB11632,P05177,2,Enzyme
DB11632,P10632,2,Enzyme
DB11632,P11712,2,Enzyme
DB11632,P20813,2,Enzyme
DB11632,P33261,2,Enzyme
DB11633,O60656,2,Enzyme
DB11633,P08684,2,Enzyme
DB11633,P10632,2,Enzyme
DB11633,P10635,2,Enzyme
DB11633,P11712,2,Enzyme
DB11633,P20813,2,Enzyme
DB11633,P20815,2,Enzyme
DB11633,P33261,2,Enzyme
DB11633,Q9HAW9,2,Enzyme
DB11635,P08684,2,Enzyme
DB11635,P78329,2,Enzyme
DB11636,P08684,2,Enzyme
DB11637,P08684,2,Enzyme
DB11637,P9WP15,2,Enzyme
DB11638,O60656,2,Enzyme
DB11638,P10635,2,Enzyme
DB11638,P16662,2,Enzyme
DB11638,P33261,2,Enzyme
DB11640,P11245,2,Enzyme
DB11640,P18440,2,Enzyme
DB11642,P05177,2,Enzyme
DB11642,P08684,2,Enzyme
DB11642,P10635,2,Enzyme
DB11642,P20813,2,Enzyme
DB11652,P04626,2,Enzyme
DB11652,P10632,2,Enzyme
DB11672,P05177,2,Enzyme
DB11672,P08263,2,Enzyme
DB11672,P08684,2,Enzyme
DB11672,P09211,2,Enzyme
DB11672,P09488,2,Enzyme
DB11672,P10635,2,Enzyme
DB11672,P11712,2,Enzyme
DB11672,P20813,2,Enzyme
DB11689,P05177,2,Enzyme
DB11689,P05181,2,Enzyme
DB11689,P08684,2,Enzyme
DB11689,P10632,2,Enzyme
DB11689,P11712,2,Enzyme
DB11689,P20815,2,Enzyme
DB11689,P22309,2,Enzyme
DB11689,P33261,2,Enzyme
DB11689,P35503,2,Enzyme
DB11691,P35503,2,Enzyme
DB11703,P08684,2,Enzyme
DB11703,P20815,2,Enzyme
DB11712,P08684,2,Enzyme
DB11712,P20815,2,Enzyme
DB11718,P08684,2,Enzyme
DB11718,P10635,2,Enzyme
DB11718,P33261,2,Enzyme
DB11730,P08684,2,Enzyme
DB11732,P10635,2,Enzyme
DB11742,P08684,2,Enzyme
DB11750,P08684,2,Enzyme
DB11750,P20815,2,Enzyme
DB11751,O60656,2,Enzyme
DB11751,P22309,2,Enzyme
DB11753,P05177,2,Enzyme
DB11753,P08684,2,Enzyme
DB11753,P10632,2,Enzyme
DB11753,P10635,2,Enzyme
DB11753,P11712,2,Enzyme
DB11753,P20813,2,Enzyme
DB11753,P33261,2,Enzyme
DB11757,P04798,2,Enzyme
DB11757,P05177,2,Enzyme
DB11757,P08684,2,Enzyme
DB11757,P10632,2,Enzyme
DB11757,P10635,2,Enzyme
DB11757,P11712,2,Enzyme
DB11757,P20813,2,Enzyme
DB11757,P20815,2,Enzyme
DB11757,P33260,2,Enzyme
DB11791,P05177,2,Enzyme
DB11791,P08684,2,Enzyme
DB11791,Q06278,2,Enzyme
DB11793,P08236,2,Enzyme
DB11796,P08684,2,Enzyme
DB11799,P08684,2,Enzyme
DB11799,P09086,2,Enzyme
DB11799,P22309,2,Enzyme
DB11799,Q96FL8,2,Enzyme
DB11800,P08684,2,Enzyme
DB11817,P08684,2,Enzyme
DB11823,P08684,2,Enzyme
DB11823,P11712,2,Enzyme
DB11823,P20813,2,Enzyme
DB11823,P33261,2,Enzyme
DB11827,O60656,2,Enzyme
DB11827,P16662,2,Enzyme
DB11827,P22309,2,Enzyme
DB11827,P22310,2,Enzyme
DB11828,P08684,2,Enzyme
DB11828,P31513,2,Enzyme
DB11837,P05177,2,Enzyme
DB11837,P05181,2,Enzyme
DB11837,P08684,2,Enzyme
DB11837,P10635,2,Enzyme
DB11837,P16662,2,Enzyme
DB11837,P20813,2,Enzyme
DB11837,P20815,2,Enzyme
DB11837,P22310,2,Enzyme
DB11837,P33261,2,Enzyme
DB11837,P36537,2,Enzyme
DB11853,P10632,2,Enzyme
DB11853,P20813,2,Enzyme
DB11855,P10635,2,Enzyme
DB11859,P15121,2,Enzyme
DB11901,P08684,2,Enzyme
DB11901,P10632,2,Enzyme
DB11901,P11712,2,Enzyme
DB11901,P33261,2,Enzyme
DB11915,P08684,2,Enzyme
DB11915,P10635,2,Enzyme
DB11915,P20815,2,Enzyme
DB11921,P08684,2,Enzyme
DB11921,P20815,2,Enzyme
DB11932,P05177,2,Enzyme
DB11932,P08684,2,Enzyme
DB11932,P20813,2,Enzyme
DB11936,O14975,2,Enzyme
DB11936,P16662,2,Enzyme
DB11936,Q9H093,2,Enzyme
DB11936,Q9NR19,2,Enzyme
DB11942,P08684,2,Enzyme
DB11943,P05181,2,Enzyme
DB11943,P08684,2,Enzyme
DB11943,P11712,2,Enzyme
DB11943,P22309,2,Enzyme
DB11943,P35503,2,Enzyme
DB11943,P54855,2,Enzyme
DB11951,P08684,2,Enzyme
DB11951,P20813,2,Enzyme
DB11951,P20815,2,Enzyme
DB11952,P08684,2,Enzyme
DB11963,P08684,2,Enzyme
DB11963,P10635,2,Enzyme
DB11963,P11712,2,Enzyme
DB11963,P22309,2,Enzyme
DB11967,P05177,2,Enzyme
DB11967,P22309,2,Enzyme
DB11967,P33261,2,Enzyme
DB11978,O60656,2,Enzyme
DB11978,P08684,2,Enzyme
DB11978,P10632,2,Enzyme
DB11979,P10632,2,Enzyme
DB11979,P10635,2,Enzyme
DB11986,P08684,2,Enzyme
DB11995,P10632,2,Enzyme
DB11995,P11712,2,Enzyme
DB12001,P05177,2,Enzyme
DB12001,P08684,2,Enzyme
DB12001,P10632,2,Enzyme
DB12001,P10635,2,Enzyme
DB12001,P11712,2,Enzyme
DB12001,P20813,2,Enzyme
DB12010,O60656,2,Enzyme
DB12010,P08684,2,Enzyme
DB12015,P08684,2,Enzyme
DB12015,P10632,2,Enzyme
DB12015,P11712,2,Enzyme
DB12015,P33261,2,Enzyme
DB12016,P08684,2,Enzyme
DB12016,P16662,2,Enzyme
DB12016,P20815,2,Enzyme
DB12016,P22309,2,Enzyme
DB12016,P51589,2,Enzyme
DB12016,Q08477,2,Enzyme
DB12016,Q9HCS2,2,Enzyme
DB12020,P22309,2,Enzyme
DB12020,P22310,2,Enzyme
DB12070,P08684,2,Enzyme
DB12070,P10632,2,Enzyme
DB12070,P10635,2,Enzyme
DB12070,P11712,2,Enzyme
DB12070,P20813,2,Enzyme
DB12070,P20815,2,Enzyme
DB12070,P22309,2,Enzyme
DB12070,P24462,2,Enzyme
DB12070,P33261,2,Enzyme
DB12070,P35503,2,Enzyme
DB12070,Q9HB55,2,Enzyme
DB12130,P10632,2,Enzyme
DB12130,P20813,2,Enzyme
DB12130,P20815,2,Enzyme
DB12130,P33261,2,Enzyme
DB12130,P35503,2,Enzyme
DB12141,P08684,2,Enzyme
DB12147,P08684,2,Enzyme
DB12147,P11712,2,Enzyme
DB12161,O75828,2,Enzyme
DB12161,P05177,2,Enzyme
DB12161,P08684,2,Enzyme
DB12161,P10635,2,Enzyme
DB12161,P16152,2,Enzyme
DB12161,P20815,2,Enzyme
DB12235,P08684,2,Enzyme
DB12235,P16662,2,Enzyme
DB12245,P04798,2,Enzyme
DB12245,P05177,2,Enzyme
DB12245,P08684,2,Enzyme
DB12245,P10632,2,Enzyme
DB12245,P10635,2,Enzyme
DB12245,P11509,2,Enzyme
DB12245,P11712,2,Enzyme
DB12245,P20813,2,Enzyme
DB12245,P33261,2,Enzyme
DB12245,Q16678,2,Enzyme
DB12267,P08684,2,Enzyme
DB12267,P10632,2,Enzyme
DB12278,P08684,2,Enzyme
DB12278,P31513,2,Enzyme
DB12278,Q01740,2,Enzyme
DB12301,P08684,2,Enzyme
DB12301,P20815,2,Enzyme
DB12329,P08684,2,Enzyme
DB12329,P21397,2,Enzyme
DB12332,P05177,2,Enzyme
DB12332,P08684,2,Enzyme
DB12332,P10632,2,Enzyme
DB12332,P10635,2,Enzyme
DB12332,P11712,2,Enzyme
DB12332,P20815,2,Enzyme
DB12332,P22309,2,Enzyme
DB12332,P24462,2,Enzyme
DB12332,P33261,2,Enzyme
DB12332,Q9HB55,2,Enzyme
DB12364,P00734,2,Enzyme
DB12371,P08684,2,Enzyme
DB12371,P11712,2,Enzyme
DB12404,P23141,2,Enzyme
DB12457,P08684,2,Enzyme
DB12457,P11712,2,Enzyme
DB12466,P05181,2,Enzyme
DB12466,P10632,2,Enzyme
DB12466,P47989,2,Enzyme
DB12466,Q06278,2,Enzyme
DB12474,P08684,2,Enzyme
DB12474,P11712,2,Enzyme
DB12474,P33261,2,Enzyme
DB12483,P04798,2,Enzyme
DB12483,P08684,2,Enzyme
DB12483,P20815,2,Enzyme
DB12483,P24462,2,Enzyme
DB12499,P05177,2,Enzyme
DB12499,P05181,2,Enzyme
DB12499,P08684,2,Enzyme
DB12499,P10632,2,Enzyme
DB12499,P10635,2,Enzyme
DB12499,P11712,2,Enzyme
DB12499,P20813,2,Enzyme
DB12499,P33261,2,Enzyme
DB12500,P08684,2,Enzyme
DB12500,P10635,2,Enzyme
DB12500,P31513,2,Enzyme
DB12500,P33261,2,Enzyme
DB12523,P10635,2,Enzyme
DB12532,P08684,2,Enzyme
DB12537,P08684,2,Enzyme
DB12612,P08684,2,Enzyme
DB12612,P10632,2,Enzyme
DB12612,P11245,2,Enzyme
DB12612,P11766,2,Enzyme
DB12612,P27338,2,Enzyme
DB12612,P51648,2,Enzyme
DB12612,P52895,2,Enzyme
DB12612,Q04828,2,Enzyme
DB12674,P08684,2,Enzyme
DB12808,P08684,2,Enzyme
DB12808,P10632,2,Enzyme
DB12808,P11712,2,Enzyme
DB12808,P20813,2,Enzyme
DB12825,P08684,2,Enzyme
DB12887,P08684,2,Enzyme
DB12941,O60656,2,Enzyme
DB12941,P08684,2,Enzyme
DB12945,P05177,2,Enzyme
DB12952,P08684,2,Enzyme
DB12978,P08684,2,Enzyme
DB12978,P11712,2,Enzyme
DB12978,P20813,2,Enzyme
DB12978,P22309,2,Enzyme
DB12978,P22310,2,Enzyme
DB13074,P08684,2,Enzyme
DB13125,Q02928,2,Enzyme
DB13136,P11712,2,Enzyme
DB13155,O94925,2,Enzyme
DB13158,P08684,2,Enzyme
DB13345,P08684,2,Enzyme
DB13766,P08684,2,Enzyme
DB13783,P16662,2,Enzyme
DB13848,P20711,2,Enzyme
DB13867,P08684,2,Enzyme
DB13867,P10632,2,Enzyme
DB13867,P20815,2,Enzyme
DB13867,P24462,2,Enzyme
DB13874,O60656,2,Enzyme
DB13874,P05177,2,Enzyme
DB13874,P08684,2,Enzyme
DB13874,P10632,2,Enzyme
DB13874,P10635,2,Enzyme
DB13874,P11712,2,Enzyme
DB13874,P16662,2,Enzyme
DB13874,P20813,2,Enzyme
DB13874,P22309,2,Enzyme
DB13874,P22310,2,Enzyme
DB13874,P33261,2,Enzyme
DB13874,P35503,2,Enzyme
DB13874,P54855,2,Enzyme
DB13941,P05181,2,Enzyme
DB13941,P08684,2,Enzyme
DB13941,P11712,2,Enzyme
DB13941,P20813,2,Enzyme
DB13941,P33261,2,Enzyme
DB13943,P04798,2,Enzyme
DB13943,P05108,2,Enzyme
DB13943,P08684,2,Enzyme
DB13943,P10632,2,Enzyme
DB13943,P11511,2,Enzyme
DB13943,P11712,2,Enzyme
DB13943,P20813,2,Enzyme
DB13943,P20815,2,Enzyme
DB13943,P21397,2,Enzyme
DB13943,P24462,2,Enzyme
DB13943,P33261,2,Enzyme
DB13943,Q16696,2,Enzyme
DB13943,Q9HB55,2,Enzyme
DB13944,P04798,2,Enzyme
DB13944,P05108,2,Enzyme
DB13944,P08684,2,Enzyme
DB13944,P10632,2,Enzyme
DB13944,P11511,2,Enzyme
DB13944,P11712,2,Enzyme
DB13944,P20813,2,Enzyme
DB13944,P20815,2,Enzyme
DB13944,P21397,2,Enzyme
DB13944,P24462,2,Enzyme
DB13944,P33261,2,Enzyme
DB13944,Q16696,2,Enzyme
DB13944,Q9HB55,2,Enzyme
DB13946,P04798,2,Enzyme
DB13946,P05108,2,Enzyme
DB13946,P08684,2,Enzyme
DB13946,P10632,2,Enzyme
DB13946,P11511,2,Enzyme
DB13946,P11712,2,Enzyme
DB13946,P20813,2,Enzyme
DB13946,P20815,2,Enzyme
DB13946,P21397,2,Enzyme
DB13946,P24462,2,Enzyme
DB13946,P33261,2,Enzyme
DB13946,Q16678,2,Enzyme
DB13946,Q16696,2,Enzyme
DB13946,Q9HB55,2,Enzyme
DB13952,P04798,2,Enzyme
DB13952,P05177,2,Enzyme
DB13952,P08684,2,Enzyme
DB13952,P10632,2,Enzyme
DB13952,P11712,2,Enzyme
DB13952,P20815,2,Enzyme
DB13952,P22309,2,Enzyme
DB13952,P24462,2,Enzyme
DB13952,P33261,2,Enzyme
DB13952,Q16678,2,Enzyme
DB13953,P04798,2,Enzyme
DB13953,P05177,2,Enzyme
DB13953,P08684,2,Enzyme
DB13953,P10632,2,Enzyme
DB13953,P11712,2,Enzyme
DB13953,P20815,2,Enzyme
DB13953,P22309,2,Enzyme
DB13953,P24462,2,Enzyme
DB13953,P33261,2,Enzyme
DB13953,Q16678,2,Enzyme
DB13954,P04798,2,Enzyme
DB13954,P05177,2,Enzyme
DB13954,P08684,2,Enzyme
DB13954,P10632,2,Enzyme
DB13954,P11712,2,Enzyme
DB13954,P20815,2,Enzyme
DB13954,P22309,2,Enzyme
DB13954,P24462,2,Enzyme
DB13954,P33261,2,Enzyme
DB13954,Q16678,2,Enzyme
DB13955,P04798,2,Enzyme
DB13955,P05177,2,Enzyme
DB13955,P08684,2,Enzyme
DB13955,P10632,2,Enzyme
DB13955,P11712,2,Enzyme
DB13955,P20815,2,Enzyme
DB13955,P22309,2,Enzyme
DB13955,P24462,2,Enzyme
DB13955,P33261,2,Enzyme
DB13955,Q16678,2,Enzyme
DB13956,P04798,2,Enzyme
DB13956,P05177,2,Enzyme
DB13956,P08684,2,Enzyme
DB13956,P10632,2,Enzyme
DB13956,P11712,2,Enzyme
DB13956,P20815,2,Enzyme
DB13956,P22309,2,Enzyme
DB13956,P24462,2,Enzyme
DB13956,P33261,2,Enzyme
DB13956,Q16678,2,Enzyme
DB13981,P08684,2,Enzyme
DB13997,P08684,2,Enzyme
DB13997,P35503,2,Enzyme
DB14001,P00441,2,Enzyme
DB14001,P09210,2,Enzyme
DB14001,P09211,2,Enzyme
DB14001,P09601,2,Enzyme
DB14001,P15559,2,Enzyme
DB14001,P21266,2,Enzyme
DB14001,P48506,2,Enzyme
DB14001,P78417,2,Enzyme
DB14002,P00441,2,Enzyme
DB14002,P09210,2,Enzyme
DB14002,P09211,2,Enzyme
DB14002,P09601,2,Enzyme
DB14002,P15559,2,Enzyme
DB14002,P21266,2,Enzyme
DB14002,P48506,2,Enzyme
DB14002,P78417,2,Enzyme
DB14003,P08684,2,Enzyme
DB14003,P78329,2,Enzyme
DB14018,P05177,2,Enzyme
DB14019,P08684,2,Enzyme
DB14033,P11712,2,Enzyme
DB14185,P08684,2,Enzyme
DB14185,P10635,2,Enzyme
DB14185,P20815,2,Enzyme
DB14185,P24462,2,Enzyme
DB14512,P08684,2,Enzyme
DB14512,P10632,2,Enzyme
DB14512,P20815,2,Enzyme
DB14539,P08684,2,Enzyme
DB14539,P10632,2,Enzyme
DB14539,P15538,2,Enzyme
DB14539,P19099,2,Enzyme
DB14539,P20815,2,Enzyme
DB14539,P24462,2,Enzyme
DB14540,P08684,2,Enzyme
DB14540,P10632,2,Enzyme
DB14540,P15538,2,Enzyme
DB14540,P19099,2,Enzyme
DB14540,P20815,2,Enzyme
DB14540,P24462,2,Enzyme
DB14541,P08684,2,Enzyme
DB14541,P10632,2,Enzyme
DB14541,P20815,2,Enzyme
DB14541,P24462,2,Enzyme
DB14542,P08684,2,Enzyme
DB14542,P10632,2,Enzyme
DB14542,P20815,2,Enzyme
DB14542,P24462,2,Enzyme
DB14543,P08684,2,Enzyme
DB14543,P10632,2,Enzyme
DB14543,P15538,2,Enzyme
DB14543,P19099,2,Enzyme
DB14543,P20815,2,Enzyme
DB14543,P24462,2,Enzyme
DB14544,P08684,2,Enzyme
DB14544,P10632,2,Enzyme
DB14544,P15538,2,Enzyme
DB14544,P19099,2,Enzyme
DB14544,P20815,2,Enzyme
DB14544,P24462,2,Enzyme
DB14545,P08684,2,Enzyme
DB14545,P10632,2,Enzyme
DB14545,P15538,2,Enzyme
DB14545,P19099,2,Enzyme
DB14568,P08684,2,Enzyme
DB14568,P10632,2,Enzyme
DB14568,P11712,2,Enzyme
DB14568,P20813,2,Enzyme
DB14569,P21397,2,Enzyme
DB14569,P27338,2,Enzyme
DB14575,P08684,2,Enzyme
DB14575,P22309,2,Enzyme
DB14575,P33261,2,Enzyme
DB14583,P08684,2,Enzyme
DB14596,P08684,2,Enzyme
DB14596,P27169,2,Enzyme
DB14631,P08684,2,Enzyme
DB14631,P10632,2,Enzyme
DB14631,P11509,2,Enzyme
DB14631,P11712,2,Enzyme
DB14631,P20813,2,Enzyme
DB14631,P20815,2,Enzyme
DB14631,P28845,2,Enzyme
DB14631,P33261,2,Enzyme
DB14631,P80365,2,Enzyme
DB14631,Q16678,2,Enzyme
DB14644,P08684,2,Enzyme
DB14644,P20815,2,Enzyme
DB14646,P08684,2,Enzyme
DB14646,P20815,2,Enzyme
DB14649,P04798,2,Enzyme
DB14649,P05093,2,Enzyme
DB14649,P05181,2,Enzyme
DB14649,P08684,2,Enzyme
DB14649,P10632,2,Enzyme
DB14649,P11509,2,Enzyme
DB14649,P15538,2,Enzyme
DB14649,P20813,2,Enzyme
DB14649,P20815,2,Enzyme
DB14649,P24462,2,Enzyme
DB14649,P28845,2,Enzyme
DB14649,P33261,2,Enzyme
DB14649,P80365,2,Enzyme
DB14649,Q02928,2,Enzyme
DB14649,Q9HB55,2,Enzyme
DB14669,P08684,2,Enzyme
DB14669,P20815,2,Enzyme
DB14723,P08684,2,Enzyme
DB14761,P08684,2,Enzyme
DB14761,P10619,2,Enzyme
DB14761,P10632,2,Enzyme
DB14761,P10635,2,Enzyme
DB14761,P23141,2,Enzyme
DB14840,P05181,2,Enzyme
DB14840,P08684,2,Enzyme
DB14840,P10632,2,Enzyme
DB14840,P10635,2,Enzyme
DB14840,P10721,2,Enzyme
DB14840,P16234,2,Enzyme
DB14845,O00748,2,Enzyme
DB14845,P23141,2,Enzyme
DB14881,P08684,2,Enzyme
DB14881,P10635,2,Enzyme
DB14881,P11712,2,Enzyme
DB14881,P33261,2,Enzyme
DB14895,P08684,2,Enzyme
DB14975,P08684,2,Enzyme
DB14975,P11712,2,Enzyme
DB14975,P20813,2,Enzyme
DB14975,P33261,2,Enzyme
DB14989,O00329,2,Enzyme
DB14989,P00519,2,Enzyme
DB14989,P05177,2,Enzyme
DB14989,P08684,2,Enzyme
DB14989,P11712,2,Enzyme
DB14989,P49674,2,Enzyme
DB15035,P08684,2,Enzyme
DB15035,P20813,2,Enzyme
DB15091,P08684,2,Enzyme
DB15091,P10635,2,Enzyme
DB15102,P08684,2,Enzyme
DB15133,P08684,2,Enzyme
DB15133,P10632,2,Enzyme
DB15233,P08684,2,Enzyme
DB15233,P11712,2,Enzyme
DB15305,P04798,2,Enzyme
DB15305,P08684,2,Enzyme
DB15305,P24462,2,Enzyme
DB15305,P31513,2,Enzyme
DB15305,P51589,2,Enzyme
DB15305,Q01740,2,Enzyme
DB15328,P08684,2,Enzyme
DB15328,P10632,2,Enzyme
DB15328,P10635,2,Enzyme
DB15328,P11712,2,Enzyme
DB15328,P21397,2,Enzyme
DB15328,P22309,2,Enzyme
DB15328,P33261,2,Enzyme
DB15442,P05177,2,Enzyme
DB15444,P05177,2,Enzyme
DB15444,P08684,2,Enzyme
DB15444,P10632,2,Enzyme
DB15444,P10635,2,Enzyme
DB15444,P11712,2,Enzyme
DB15444,P20813,2,Enzyme
DB15444,P20815,2,Enzyme
DB15444,P33261,2,Enzyme
DB15456,O60656,2,Enzyme
DB15456,P22309,2,Enzyme
DB15566,P08684,2,Enzyme
DB15685,P08684,2,Enzyme
DB15685,P10632,2,Enzyme
DB15982,P08684,2,Enzyme
DB15982,P10635,2,Enzyme
DB16627,P15144,2,Enzyme
DB16703,O60656,2,Enzyme
DB16703,P05177,2,Enzyme
DB16703,P08684,2,Enzyme
DB16703,P10632,2,Enzyme
DB16703,P10635,2,Enzyme
DB16703,P22309,2,Enzyme
DB16703,P33261,2,Enzyme
DB00114,O15269,3,Target
DB00114,O15270,3,Target
DB00114,O15382,3,Target
DB00114,O75600,3,Target
DB00114,O94903,3,Target
DB00114,O95470,3,Target
DB00114,P00505,3,Target
DB00114,P04181,3,Target
DB00114,P06737,3,Target
DB00114,P11216,3,Target
DB00114,P11217,3,Target
DB00114,P11926,3,Target
DB00114,P13196,3,Target
DB00114,P17174,3,Target
DB00114,P17735,3,Target
DB00114,P19113,3,Target
DB00114,P20132,3,Target
DB00114,P20711,3,Target
DB00114,P21549,3,Target
DB00114,P22557,3,Target
DB00114,P23378,3,Target
DB00114,P24298,3,Target
DB00114,P32929,3,Target
DB00114,P34896,3,Target
DB00114,P34897,3,Target
DB00114,P35520,3,Target
DB00114,P54687,3,Target
DB00114,P80404,3,Target
DB00114,Q16719,3,Target
DB00114,Q16773,3,Target
DB00114,Q2TU84,3,Target
DB00114,Q53ET4,3,Target
DB00114,Q59FK2,3,Target
DB00114,Q59GM9,3,Target
DB00114,Q5JAM2,3,Target
DB00114,Q5VZ30,3,Target
DB00114,Q6IBS8,3,Target
DB00114,Q6WRI0,3,Target
DB00114,Q6YP21,3,Target
DB00114,Q6ZQY3,3,Target
DB00114,Q8IUZ5,3,Target
DB00114,Q8IVA8,3,Target
DB00114,Q8N5Z0,3,Target
DB00114,Q8TD30,3,Target
DB00114,Q96A70,3,Target
DB00114,Q96EN8,3,Target
DB00114,Q96GA7,3,Target
DB00114,Q96GD0,3,Target
DB00114,Q96I15,3,Target
DB00114,Q99259,3,Target
DB00114,Q9BXA1,3,Target
DB00114,Q9BYV1,3,Target
DB00114,Q9GZT4,3,Target
DB00114,Q9HD40,3,Target
DB00114,Q9NUV7,3,Target
DB00114,Q9NVS9,3,Target
DB00114,Q9UGI5,3,Target
DB00114,Q9UJX1,3,Target
DB00114,Q9Y600,3,Target
DB00114,Q9Y617,3,Target
DB00114,Q9Y697,3,Target
DB00116,O95954,3,Target
DB00116,P11586,3,Target
DB00116,P13995,3,Target
DB00116,P31939,3,Target
DB00116,P34896,3,Target
DB00116,P34897,3,Target
DB00116,P42898,3,Target
DB00116,P48728,3,Target
DB00116,Q53ET4,3,Target
DB00116,Q99707,3,Target
DB00117,P19113,3,Target
DB00117,Q99624,3,Target
DB00118,P17707,3,Target
DB00118,P21964,3,Target
DB00118,P31153,3,Target
DB00118,P35520,3,Target
DB00118,Q00266,3,Target
DB00118,Q14749,3,Target
DB00118,Q8N1G2,3,Target
DB00118,Q9HBK9,3,Target
DB00119,O15374,3,Target
DB00119,O15375,3,Target
DB00119,O15403,3,Target
DB00119,O15427,3,Target
DB00119,O60669,3,Target
DB00119,O95907,3,Target
DB00119,P11177,3,Target
DB00119,P11498,3,Target
DB00119,P14618,3,Target
DB00119,P30613,3,Target
DB00119,P36021,3,Target
DB00119,P53985,3,Target
DB00119,P80404,3,Target
DB00119,Q9BYV1,3,Target
DB00120,O95363,3,Target
DB00120,P00439,3,Target
DB00120,P07101,3,Target
DB00120,P17735,3,Target
DB00120,Q9NSD9,3,Target
DB00120,Q9UHI5,3,Target
DB00120,Q9Y285,3,Target
DB00121,O00763,3,Target
DB00121,P05165,3,Target
DB00121,P05166,3,Target
DB00121,P11498,3,Target
DB00121,P50747,3,Target
DB00121,Q13085,3,Target
DB00121,Q96RQ3,3,Target
DB00121,Q9HCC0,3,Target
DB00122,O14939,3,Target
DB00122,P06276,3,Target
DB00122,P22303,3,Target
DB00122,P36544,3,Target
DB00122,P49585,3,Target
DB00122,Q13393,3,Target
DB00122,Q8TCT1,3,Target
DB00122,Q9Y5K3,3,Target
DB00123,O43246,3,Target
DB00123,P30825,3,Target
DB00123,P52569,3,Target
DB00123,Q15046,3,Target
DB00123,Q8WY07,3,Target
DB00125,O43246,3,Target
DB00125,P00966,3,Target
DB00125,P29474,3,Target
DB00125,P30825,3,Target
DB00125,P35228,3,Target
DB00125,P78540,3,Target
DB00125,Q8WY07,3,Target
DB00125,Q96A70,3,Target
DB00126,O00469,3,Target
DB00126,O14832,3,Target
DB00126,O60568,3,Target
DB00126,O75936,3,Target
DB00126,P09172,3,Target
DB00126,P13674,3,Target
DB00126,P19021,3,Target
DB00126,P24300,3,Target
DB00126,Q02809,3,Target
DB00126,Q32P28,3,Target
DB00126,Q54873,3,Target
DB00126,Q6N063,3,Target
DB00126,Q6NS38,3,Target
DB00126,Q8IVL5,3,Target
DB00126,Q8IVL6,3,Target
DB00126,Q8N543,3,Target
DB00126,Q96KS0,3,Target
DB00126,Q96Q83,3,Target
DB00126,Q9BY66,3,Target
DB00126,Q9GZT9,3,Target
DB00126,Q9H6Z9,3,Target
DB00126,Q9NVH6,3,Target
DB00126,Q9NXG6,3,Target
DB00127,P07550,3,Target
DB00127,P08588,3,Target
DB00127,P11926,3,Target
DB00127,P41180,3,Target
DB00128,O75746,3,Target
DB00128,P00505,3,Target
DB00128,P00966,3,Target
DB00128,P07998,3,Target
DB00128,P08243,3,Target
DB00128,P14868,3,Target
DB00128,P17174,3,Target
DB00128,P22234,3,Target
DB00128,P30520,3,Target
DB00128,P43005,3,Target
DB00128,P45381,3,Target
DB00128,P61626,3,Target
DB00128,Q03154,3,Target
DB00128,Q12797,3,Target
DB00128,Q5T6L4,3,Target
DB00128,Q6PI48,3,Target
DB00128,Q7L266,3,Target
DB00128,Q9UJS0,3,Target
DB00129,P00480,3,Target
DB00129,P04181,3,Target
DB00129,P05089,3,Target
DB00129,P30825,3,Target
DB00129,P50440,3,Target
DB00129,P52569,3,Target
DB00129,P54368,3,Target
DB00129,P78540,3,Target
DB00129,Q9BXI2,3,Target
DB00129,Q9Y619,3,Target
DB00130,P15104,3,Target
DB00130,P17812,3,Target
DB00130,Q06203,3,Target
DB00132,O60427,3,Target
DB00132,O95864,3,Target
DB00132,P19793,3,Target
DB00132,P32418,3,Target
DB00132,P37231,3,Target
DB00132,Q03181,3,Target
DB00132,Q07869,3,Target
DB00132,Q8NER1,3,Target
DB00132,Q96RI1,3,Target
DB00132,Q9NXB9,3,Target
DB00132,Q9NYP7,3,Target
DB00133,O15269,3,Target
DB00133,O15270,3,Target
DB00133,P20132,3,Target
DB00133,P21549,3,Target
DB00133,P35520,3,Target
DB00133,Q9GZT4,3,Target
DB00134,P50579,3,Target
DB00134,Q93088,3,Target
DB00134,Q99707,3,Target
DB00134,Q9H2M3,3,Target
DB00134,Q9UBK8,3,Target
DB00135,P07101,3,Target
DB00135,P17735,3,Target
DB00135,P54577,3,Target
DB00135,Q9Y2Z4,3,Target
DB00136,P11473,3,Target
DB00136,P31260,3,Target
DB00138,O60931,3,Target
DB00138,Q9UPY5,3,Target
DB00139,P51649,3,Target
DB00139,Q9BXA5,3,Target
DB00140,P0AFU8,3,Target
DB00140,P30043,3,Target
DB00140,Q969G6,3,Target
DB00141,O60513,3,Target
DB00141,P15291,3,Target
DB00141,P51606,3,Target
DB00141,P54802,3,Target
DB00141,Q9UJ70,3,Target
DB00141,Q9UK23,3,Target
DB00142,O00222,3,Target
DB00142,O00341,3,Target
DB00142,O14841,3,Target
DB00142,O15067,3,Target
